User ID,Post ID,Plastic Type,Item Location,Quantity,Starting Price,Industry,User Interaction Type
U115,P297,SPI 4,Anuradhapura,67,200,Manufacturing,bid
U129,P297,SPI 4,Anuradhapura,67,200,Manufacturing,bid
U147,P297,SPI 4,Anuradhapura,67,200,Manufacturing,bid
U6,P354,SPI 4,Udugampola,20,132,Manufacturing,bid
U133,P354,SPI 4,Udugampola,20,132,Manufacturing,view
U162,P354,SPI 4,Udugampola,20,132,Manufacturing,view
U168,P354,SPI 4,Udugampola,20,132,Manufacturing,bid
U6,P465,SPI 3,Ragama,31,828,Construction,view
U19,P465,SPI 3,Ragama,31,828,Construction,view
U74,P465,SPI 3,Ragama,31,828,Construction,bid
U89,P465,SPI 3,Ragama,31,828,Construction,view
U93,P465,SPI 3,Ragama,31,828,Construction,view
U122,P465,SPI 3,Ragama,31,828,Construction,bid
U125,P465,SPI 3,Ragama,31,828,Construction,view
U166,P465,SPI 3,Ragama,31,828,Construction,bid
U169,P465,SPI 3,Ragama,31,828,Construction,view
U6,P330,SPI 3,Ratnapura,51,447,Manufacturing,bid
U15,P330,SPI 3,Ratnapura,51,447,Manufacturing,bid
U19,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U20,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U36,P330,SPI 3,Ratnapura,51,447,Manufacturing,bid
U46,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U53,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U110,P330,SPI 3,Ratnapura,51,447,Manufacturing,bid
U122,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U162,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U167,P330,SPI 3,Ratnapura,51,447,Manufacturing,view
U174,P330,SPI 3,Ratnapura,51,447,Manufacturing,bid
U198,P330,SPI 3,Ratnapura,51,447,Manufacturing,bid
U6,P21,SPI 1,Udugampola,175,129,Manufacturing,view
U36,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U47,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U74,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U99,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U100,P21,SPI 1,Udugampola,175,129,Manufacturing,view
U117,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U134,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U183,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U192,P21,SPI 1,Udugampola,175,129,Manufacturing,view
U198,P21,SPI 1,Udugampola,175,129,Manufacturing,bid
U6,P223,SPI 5,Udugampola,43,888,Manufacturing,view
U7,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U30,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U36,P223,SPI 5,Udugampola,43,888,Manufacturing,view
U37,P223,SPI 5,Udugampola,43,888,Manufacturing,view
U45,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U55,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U87,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U88,P223,SPI 5,Udugampola,43,888,Manufacturing,view
U122,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U141,P223,SPI 5,Udugampola,43,888,Manufacturing,view
U146,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U160,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U169,P223,SPI 5,Udugampola,43,888,Manufacturing,bid
U6,P126,SPI 6,Galle,139,463,Manufacturing,view
U96,P126,SPI 6,Galle,139,463,Manufacturing,view
U106,P126,SPI 6,Galle,139,463,Manufacturing,bid
U108,P126,SPI 6,Galle,139,463,Manufacturing,view
U114,P126,SPI 6,Galle,139,463,Manufacturing,bid
U117,P126,SPI 6,Galle,139,463,Manufacturing,bid
U135,P126,SPI 6,Galle,139,463,Manufacturing,view
U159,P126,SPI 6,Galle,139,463,Manufacturing,view
U180,P126,SPI 6,Galle,139,463,Manufacturing,view
U193,P126,SPI 6,Galle,139,463,Manufacturing,bid
U199,P126,SPI 6,Galle,139,463,Manufacturing,bid
U6,P553,SPI 1,Veyangoda,46,689,Construction,view
U17,P553,SPI 1,Veyangoda,46,689,Construction,bid
U89,P553,SPI 1,Veyangoda,46,689,Construction,view
U143,P553,SPI 1,Veyangoda,46,689,Construction,view
U167,P553,SPI 1,Veyangoda,46,689,Construction,bid
U6,P76,SPI 6,Malambe,190,607,Construction,view
U24,P76,SPI 6,Malambe,190,607,Construction,view
U41,P76,SPI 6,Malambe,190,607,Construction,view
U64,P76,SPI 6,Malambe,190,607,Construction,bid
U93,P76,SPI 6,Malambe,190,607,Construction,view
U96,P76,SPI 6,Malambe,190,607,Construction,bid
U122,P76,SPI 6,Malambe,190,607,Construction,bid
U144,P76,SPI 6,Malambe,190,607,Construction,bid
U6,P303,SPI 3,Ratnapura,176,516,Construction,view
U19,P303,SPI 3,Ratnapura,176,516,Construction,bid
U30,P303,SPI 3,Ratnapura,176,516,Construction,view
U57,P303,SPI 3,Ratnapura,176,516,Construction,view
U58,P303,SPI 3,Ratnapura,176,516,Construction,view
U65,P303,SPI 3,Ratnapura,176,516,Construction,view
U66,P303,SPI 3,Ratnapura,176,516,Construction,bid
U108,P303,SPI 3,Ratnapura,176,516,Construction,bid
U134,P303,SPI 3,Ratnapura,176,516,Construction,bid
U169,P303,SPI 3,Ratnapura,176,516,Construction,view
U177,P303,SPI 3,Ratnapura,176,516,Construction,bid
U6,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U74,P18,SPI 2,Ratnapura,32,711,Recycling,view
U99,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U130,P18,SPI 2,Ratnapura,32,711,Recycling,view
U133,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U134,P18,SPI 2,Ratnapura,32,711,Recycling,view
U137,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U151,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U162,P18,SPI 2,Ratnapura,32,711,Recycling,view
U173,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U185,P18,SPI 2,Ratnapura,32,711,Recycling,view
U190,P18,SPI 2,Ratnapura,32,711,Recycling,bid
U6,P405,SPI 1,Malambe,50,852,Other,view
U11,P405,SPI 1,Malambe,50,852,Other,bid
U17,P405,SPI 1,Malambe,50,852,Other,bid
U27,P405,SPI 1,Malambe,50,852,Other,bid
U28,P405,SPI 1,Malambe,50,852,Other,bid
U37,P405,SPI 1,Malambe,50,852,Other,bid
U61,P405,SPI 1,Malambe,50,852,Other,bid
U79,P405,SPI 1,Malambe,50,852,Other,bid
U98,P405,SPI 1,Malambe,50,852,Other,view
U174,P405,SPI 1,Malambe,50,852,Other,view
U6,P78,SPI 5,Batticaloa,75,241,Manufacturing,bid
U13,P78,SPI 5,Batticaloa,75,241,Manufacturing,bid
U53,P78,SPI 5,Batticaloa,75,241,Manufacturing,view
U106,P78,SPI 5,Batticaloa,75,241,Manufacturing,view
U6,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U17,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U76,P301,SPI 1,Ratnapura,173,809,Manufacturing,bid
U79,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U84,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U95,P301,SPI 1,Ratnapura,173,809,Manufacturing,bid
U109,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U129,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U132,P301,SPI 1,Ratnapura,173,809,Manufacturing,bid
U175,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U177,P301,SPI 1,Ratnapura,173,809,Manufacturing,bid
U182,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U189,P301,SPI 1,Ratnapura,173,809,Manufacturing,bid
U196,P301,SPI 1,Ratnapura,173,809,Manufacturing,view
U6,P10,SPI 5,Ragama,68,155,Recycling,view
U54,P10,SPI 5,Ragama,68,155,Recycling,view
U68,P10,SPI 5,Ragama,68,155,Recycling,bid
U69,P10,SPI 5,Ragama,68,155,Recycling,bid
U74,P10,SPI 5,Ragama,68,155,Recycling,bid
U83,P10,SPI 5,Ragama,68,155,Recycling,bid
U120,P10,SPI 5,Ragama,68,155,Recycling,bid
U179,P10,SPI 5,Ragama,68,155,Recycling,bid
U6,P391,SPI 6,Udugampola,142,216,Other,bid
U22,P391,SPI 6,Udugampola,142,216,Other,view
U32,P391,SPI 6,Udugampola,142,216,Other,view
U40,P391,SPI 6,Udugampola,142,216,Other,bid
U45,P391,SPI 6,Udugampola,142,216,Other,bid
U6,P188,SPI 6,Kandy,128,765,Manufacturing,bid
U85,P188,SPI 6,Kandy,128,765,Manufacturing,view
U94,P188,SPI 6,Kandy,128,765,Manufacturing,bid
U105,P188,SPI 6,Kandy,128,765,Manufacturing,bid
U157,P188,SPI 6,Kandy,128,765,Manufacturing,view
U164,P188,SPI 6,Kandy,128,765,Manufacturing,bid
U172,P188,SPI 6,Kandy,128,765,Manufacturing,bid
U185,P188,SPI 6,Kandy,128,765,Manufacturing,view
U6,P229,SPI 1,Kandy,125,508,Recycling,bid
U20,P229,SPI 1,Kandy,125,508,Recycling,view
U24,P229,SPI 1,Kandy,125,508,Recycling,bid
U43,P229,SPI 1,Kandy,125,508,Recycling,view
U55,P229,SPI 1,Kandy,125,508,Recycling,view
U68,P229,SPI 1,Kandy,125,508,Recycling,view
U74,P229,SPI 1,Kandy,125,508,Recycling,view
U104,P229,SPI 1,Kandy,125,508,Recycling,view
U129,P229,SPI 1,Kandy,125,508,Recycling,bid
U152,P229,SPI 1,Kandy,125,508,Recycling,bid
U165,P229,SPI 1,Kandy,125,508,Recycling,bid
U179,P229,SPI 1,Kandy,125,508,Recycling,bid
U182,P229,SPI 1,Kandy,125,508,Recycling,view
U6,P442,SPI 1,Ratnapura,41,836,Construction,bid
U12,P442,SPI 1,Ratnapura,41,836,Construction,bid
U24,P442,SPI 1,Ratnapura,41,836,Construction,view
U57,P442,SPI 1,Ratnapura,41,836,Construction,view
U85,P442,SPI 1,Ratnapura,41,836,Construction,bid
U86,P442,SPI 1,Ratnapura,41,836,Construction,view
U100,P442,SPI 1,Ratnapura,41,836,Construction,bid
U128,P442,SPI 1,Ratnapura,41,836,Construction,bid
U150,P442,SPI 1,Ratnapura,41,836,Construction,bid
U160,P442,SPI 1,Ratnapura,41,836,Construction,view
U175,P442,SPI 1,Ratnapura,41,836,Construction,bid
U185,P442,SPI 1,Ratnapura,41,836,Construction,bid
U194,P442,SPI 1,Ratnapura,41,836,Construction,bid
U6,P59,SPI 4,Galle,196,814,Other,bid
U22,P59,SPI 4,Galle,196,814,Other,view
U42,P59,SPI 4,Galle,196,814,Other,view
U46,P59,SPI 4,Galle,196,814,Other,view
U59,P59,SPI 4,Galle,196,814,Other,bid
U80,P59,SPI 4,Galle,196,814,Other,view
U124,P59,SPI 4,Galle,196,814,Other,view
U141,P59,SPI 4,Galle,196,814,Other,view
U184,P59,SPI 4,Galle,196,814,Other,view
U6,P270,SPI 2,Trincomalee,171,935,Construction,view
U7,P270,SPI 2,Trincomalee,171,935,Construction,bid
U24,P270,SPI 2,Trincomalee,171,935,Construction,view
U27,P270,SPI 2,Trincomalee,171,935,Construction,view
U56,P270,SPI 2,Trincomalee,171,935,Construction,view
U60,P270,SPI 2,Trincomalee,171,935,Construction,bid
U74,P270,SPI 2,Trincomalee,171,935,Construction,bid
U78,P270,SPI 2,Trincomalee,171,935,Construction,bid
U119,P270,SPI 2,Trincomalee,171,935,Construction,view
U131,P270,SPI 2,Trincomalee,171,935,Construction,bid
U136,P270,SPI 2,Trincomalee,171,935,Construction,view
U160,P270,SPI 2,Trincomalee,171,935,Construction,view
U189,P270,SPI 2,Trincomalee,171,935,Construction,view
U192,P270,SPI 2,Trincomalee,171,935,Construction,bid
U6,P592,SPI 5,Ragama,52,348,Manufacturing,bid
U47,P592,SPI 5,Ragama,52,348,Manufacturing,view
U73,P592,SPI 5,Ragama,52,348,Manufacturing,bid
U76,P592,SPI 5,Ragama,52,348,Manufacturing,view
U101,P592,SPI 5,Ragama,52,348,Manufacturing,view
U114,P592,SPI 5,Ragama,52,348,Manufacturing,bid
U173,P592,SPI 5,Ragama,52,348,Manufacturing,view
U6,P549,SPI 3,Anuradhapura,28,342,Recycling,bid
U21,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U44,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U61,P549,SPI 3,Anuradhapura,28,342,Recycling,bid
U78,P549,SPI 3,Anuradhapura,28,342,Recycling,bid
U80,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U108,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U130,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U132,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U138,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U175,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U188,P549,SPI 3,Anuradhapura,28,342,Recycling,view
U6,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U21,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U39,P155,SPI 2,Gampaha,123,199,Manufacturing,view
U40,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U46,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U58,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U118,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U178,P155,SPI 2,Gampaha,123,199,Manufacturing,view
U188,P155,SPI 2,Gampaha,123,199,Manufacturing,bid
U6,P293,SPI 1,Colombo,136,930,Construction,view
U33,P293,SPI 1,Colombo,136,930,Construction,bid
U45,P293,SPI 1,Colombo,136,930,Construction,bid
U61,P293,SPI 1,Colombo,136,930,Construction,view
U67,P293,SPI 1,Colombo,136,930,Construction,view
U121,P293,SPI 1,Colombo,136,930,Construction,bid
U143,P293,SPI 1,Colombo,136,930,Construction,view
U164,P293,SPI 1,Colombo,136,930,Construction,bid
U176,P293,SPI 1,Colombo,136,930,Construction,view
U187,P293,SPI 1,Colombo,136,930,Construction,view
U193,P293,SPI 1,Colombo,136,930,Construction,view
U7,P266,SPI 5,Batticaloa,36,676,Other,view
U52,P266,SPI 5,Batticaloa,36,676,Other,view
U69,P266,SPI 5,Batticaloa,36,676,Other,bid
U72,P266,SPI 5,Batticaloa,36,676,Other,bid
U75,P266,SPI 5,Batticaloa,36,676,Other,bid
U76,P266,SPI 5,Batticaloa,36,676,Other,bid
U88,P266,SPI 5,Batticaloa,36,676,Other,view
U94,P266,SPI 5,Batticaloa,36,676,Other,bid
U101,P266,SPI 5,Batticaloa,36,676,Other,bid
U104,P266,SPI 5,Batticaloa,36,676,Other,bid
U123,P266,SPI 5,Batticaloa,36,676,Other,bid
U174,P266,SPI 5,Batticaloa,36,676,Other,view
U7,P310,SPI 4,Gampaha,23,724,Manufacturing,view
U66,P310,SPI 4,Gampaha,23,724,Manufacturing,view
U71,P310,SPI 4,Gampaha,23,724,Manufacturing,bid
U75,P310,SPI 4,Gampaha,23,724,Manufacturing,view
U100,P310,SPI 4,Gampaha,23,724,Manufacturing,view
U133,P310,SPI 4,Gampaha,23,724,Manufacturing,bid
U147,P310,SPI 4,Gampaha,23,724,Manufacturing,view
U158,P310,SPI 4,Gampaha,23,724,Manufacturing,bid
U159,P310,SPI 4,Gampaha,23,724,Manufacturing,bid
U174,P310,SPI 4,Gampaha,23,724,Manufacturing,bid
U7,P316,SPI 3,Moratuwa,147,394,Recycling,bid
U29,P316,SPI 3,Moratuwa,147,394,Recycling,view
U79,P316,SPI 3,Moratuwa,147,394,Recycling,view
U85,P316,SPI 3,Moratuwa,147,394,Recycling,view
U99,P316,SPI 3,Moratuwa,147,394,Recycling,bid
U153,P316,SPI 3,Moratuwa,147,394,Recycling,bid
U163,P316,SPI 3,Moratuwa,147,394,Recycling,bid
U170,P316,SPI 3,Moratuwa,147,394,Recycling,view
U188,P316,SPI 3,Moratuwa,147,394,Recycling,view
U189,P316,SPI 3,Moratuwa,147,394,Recycling,view
U7,P554,SPI 1,Veyangoda,123,572,Construction,bid
U20,P554,SPI 1,Veyangoda,123,572,Construction,view
U39,P554,SPI 1,Veyangoda,123,572,Construction,bid
U50,P554,SPI 1,Veyangoda,123,572,Construction,view
U63,P554,SPI 1,Veyangoda,123,572,Construction,view
U73,P554,SPI 1,Veyangoda,123,572,Construction,view
U74,P554,SPI 1,Veyangoda,123,572,Construction,bid
U96,P554,SPI 1,Veyangoda,123,572,Construction,view
U181,P554,SPI 1,Veyangoda,123,572,Construction,bid
U197,P554,SPI 1,Veyangoda,123,572,Construction,bid
U7,P332,SPI 1,Colombo,166,493,Manufacturing,bid
U52,P332,SPI 1,Colombo,166,493,Manufacturing,bid
U71,P332,SPI 1,Colombo,166,493,Manufacturing,view
U78,P332,SPI 1,Colombo,166,493,Manufacturing,view
U92,P332,SPI 1,Colombo,166,493,Manufacturing,bid
U171,P332,SPI 1,Colombo,166,493,Manufacturing,view
U7,P127,SPI 3,Jaffna,131,209,Construction,view
U11,P127,SPI 3,Jaffna,131,209,Construction,view
U45,P127,SPI 3,Jaffna,131,209,Construction,bid
U54,P127,SPI 3,Jaffna,131,209,Construction,view
U77,P127,SPI 3,Jaffna,131,209,Construction,view
U116,P127,SPI 3,Jaffna,131,209,Construction,bid
U123,P127,SPI 3,Jaffna,131,209,Construction,bid
U129,P127,SPI 3,Jaffna,131,209,Construction,bid
U152,P127,SPI 3,Jaffna,131,209,Construction,bid
U154,P127,SPI 3,Jaffna,131,209,Construction,bid
U166,P127,SPI 3,Jaffna,131,209,Construction,bid
U183,P127,SPI 3,Jaffna,131,209,Construction,bid
U7,P534,SPI 2,Ragama,195,836,Manufacturing,bid
U72,P534,SPI 2,Ragama,195,836,Manufacturing,view
U84,P534,SPI 2,Ragama,195,836,Manufacturing,bid
U114,P534,SPI 2,Ragama,195,836,Manufacturing,bid
U177,P534,SPI 2,Ragama,195,836,Manufacturing,bid
U7,P375,SPI 4,Colombo,79,736,Manufacturing,bid
U42,P375,SPI 4,Colombo,79,736,Manufacturing,view
U45,P375,SPI 4,Colombo,79,736,Manufacturing,bid
U54,P375,SPI 4,Colombo,79,736,Manufacturing,bid
U86,P375,SPI 4,Colombo,79,736,Manufacturing,view
U110,P375,SPI 4,Colombo,79,736,Manufacturing,bid
U157,P375,SPI 4,Colombo,79,736,Manufacturing,view
U197,P375,SPI 4,Colombo,79,736,Manufacturing,bid
U7,P395,SPI 3,Kandy,172,365,Recycling,bid
U40,P395,SPI 3,Kandy,172,365,Recycling,view
U136,P395,SPI 3,Kandy,172,365,Recycling,view
U153,P395,SPI 3,Kandy,172,365,Recycling,bid
U156,P395,SPI 3,Kandy,172,365,Recycling,bid
U181,P395,SPI 3,Kandy,172,365,Recycling,bid
U195,P395,SPI 3,Kandy,172,365,Recycling,view
U7,P259,SPI 4,Galle,152,522,Other,view
U49,P259,SPI 4,Galle,152,522,Other,view
U110,P259,SPI 4,Galle,152,522,Other,view
U115,P259,SPI 4,Galle,152,522,Other,bid
U142,P259,SPI 4,Galle,152,522,Other,view
U161,P259,SPI 4,Galle,152,522,Other,bid
U178,P259,SPI 4,Galle,152,522,Other,bid
U193,P259,SPI 4,Galle,152,522,Other,bid
U7,P369,SPI 2,Trincomalee,119,992,Manufacturing,bid
U10,P369,SPI 2,Trincomalee,119,992,Manufacturing,view
U90,P369,SPI 2,Trincomalee,119,992,Manufacturing,view
U7,P79,SPI 5,Jaffna,112,944,Recycling,bid
U9,P79,SPI 5,Jaffna,112,944,Recycling,view
U10,P79,SPI 5,Jaffna,112,944,Recycling,bid
U21,P79,SPI 5,Jaffna,112,944,Recycling,bid
U42,P79,SPI 5,Jaffna,112,944,Recycling,bid
U49,P79,SPI 5,Jaffna,112,944,Recycling,view
U58,P79,SPI 5,Jaffna,112,944,Recycling,bid
U167,P79,SPI 5,Jaffna,112,944,Recycling,bid
U188,P79,SPI 5,Jaffna,112,944,Recycling,bid
U7,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U18,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U31,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U39,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U42,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U46,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U47,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U57,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U96,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U121,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U125,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U148,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U157,P38,SPI 5,Jaffna,57,650,Manufacturing,view
U174,P38,SPI 5,Jaffna,57,650,Manufacturing,bid
U7,P575,SPI 3,Colombo,164,970,Manufacturing,bid
U8,P575,SPI 3,Colombo,164,970,Manufacturing,view
U16,P575,SPI 3,Colombo,164,970,Manufacturing,view
U108,P575,SPI 3,Colombo,164,970,Manufacturing,view
U121,P575,SPI 3,Colombo,164,970,Manufacturing,bid
U168,P575,SPI 3,Colombo,164,970,Manufacturing,bid
U180,P575,SPI 3,Colombo,164,970,Manufacturing,view
U7,P466,SPI 1,Malambe,41,113,Manufacturing,view
U64,P466,SPI 1,Malambe,41,113,Manufacturing,bid
U100,P466,SPI 1,Malambe,41,113,Manufacturing,bid
U114,P466,SPI 1,Malambe,41,113,Manufacturing,bid
U135,P466,SPI 1,Malambe,41,113,Manufacturing,bid
U149,P466,SPI 1,Malambe,41,113,Manufacturing,bid
U7,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U30,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U64,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U75,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U87,P145,SPI 6,Gampaha,82,236,Manufacturing,bid
U88,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U95,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U126,P145,SPI 6,Gampaha,82,236,Manufacturing,bid
U134,P145,SPI 6,Gampaha,82,236,Manufacturing,bid
U188,P145,SPI 6,Gampaha,82,236,Manufacturing,view
U7,P540,SPI 3,Kandy,17,916,Manufacturing,view
U30,P540,SPI 3,Kandy,17,916,Manufacturing,bid
U38,P540,SPI 3,Kandy,17,916,Manufacturing,view
U65,P540,SPI 3,Kandy,17,916,Manufacturing,view
U70,P540,SPI 3,Kandy,17,916,Manufacturing,bid
U93,P540,SPI 3,Kandy,17,916,Manufacturing,view
U118,P540,SPI 3,Kandy,17,916,Manufacturing,view
U154,P540,SPI 3,Kandy,17,916,Manufacturing,bid
U176,P540,SPI 3,Kandy,17,916,Manufacturing,bid
U189,P540,SPI 3,Kandy,17,916,Manufacturing,view
U7,P464,SPI 4,Ragama,140,590,Other,bid
U39,P464,SPI 4,Ragama,140,590,Other,view
U70,P464,SPI 4,Ragama,140,590,Other,view
U83,P464,SPI 4,Ragama,140,590,Other,view
U95,P464,SPI 4,Ragama,140,590,Other,bid
U111,P464,SPI 4,Ragama,140,590,Other,bid
U135,P464,SPI 4,Ragama,140,590,Other,bid
U147,P464,SPI 4,Ragama,140,590,Other,bid
U153,P464,SPI 4,Ragama,140,590,Other,bid
U154,P464,SPI 4,Ragama,140,590,Other,view
U155,P464,SPI 4,Ragama,140,590,Other,bid
U163,P464,SPI 4,Ragama,140,590,Other,view
U169,P464,SPI 4,Ragama,140,590,Other,bid
U185,P464,SPI 4,Ragama,140,590,Other,bid
U7,P421,SPI 5,Trincomalee,170,498,Recycling,bid
U29,P421,SPI 5,Trincomalee,170,498,Recycling,bid
U64,P421,SPI 5,Trincomalee,170,498,Recycling,bid
U7,P404,SPI 5,Batticaloa,159,731,Other,bid
U50,P404,SPI 5,Batticaloa,159,731,Other,view
U86,P404,SPI 5,Batticaloa,159,731,Other,bid
U95,P404,SPI 5,Batticaloa,159,731,Other,bid
U136,P404,SPI 5,Batticaloa,159,731,Other,bid
U162,P404,SPI 5,Batticaloa,159,731,Other,view
U7,P322,SPI 3,Colombo,85,936,Other,view
U16,P322,SPI 3,Colombo,85,936,Other,bid
U17,P322,SPI 3,Colombo,85,936,Other,bid
U22,P322,SPI 3,Colombo,85,936,Other,view
U34,P322,SPI 3,Colombo,85,936,Other,bid
U82,P322,SPI 3,Colombo,85,936,Other,bid
U116,P322,SPI 3,Colombo,85,936,Other,bid
U145,P322,SPI 3,Colombo,85,936,Other,view
U156,P322,SPI 3,Colombo,85,936,Other,bid
U178,P322,SPI 3,Colombo,85,936,Other,view
U181,P322,SPI 3,Colombo,85,936,Other,bid
U190,P322,SPI 3,Colombo,85,936,Other,view
U8,P283,SPI 2,Malambe,142,345,Other,view
U23,P283,SPI 2,Malambe,142,345,Other,bid
U73,P283,SPI 2,Malambe,142,345,Other,bid
U84,P283,SPI 2,Malambe,142,345,Other,view
U117,P283,SPI 2,Malambe,142,345,Other,view
U118,P283,SPI 2,Malambe,142,345,Other,bid
U138,P283,SPI 2,Malambe,142,345,Other,bid
U144,P283,SPI 2,Malambe,142,345,Other,view
U149,P283,SPI 2,Malambe,142,345,Other,view
U164,P283,SPI 2,Malambe,142,345,Other,bid
U174,P283,SPI 2,Malambe,142,345,Other,bid
U186,P283,SPI 2,Malambe,142,345,Other,bid
U8,P290,SPI 5,Galle,110,163,Construction,bid
U42,P290,SPI 5,Galle,110,163,Construction,bid
U66,P290,SPI 5,Galle,110,163,Construction,bid
U77,P290,SPI 5,Galle,110,163,Construction,bid
U120,P290,SPI 5,Galle,110,163,Construction,view
U193,P290,SPI 5,Galle,110,163,Construction,view
U199,P290,SPI 5,Galle,110,163,Construction,bid
U8,P176,SPI 4,Moratuwa,189,642,Construction,view
U11,P176,SPI 4,Moratuwa,189,642,Construction,bid
U25,P176,SPI 4,Moratuwa,189,642,Construction,bid
U28,P176,SPI 4,Moratuwa,189,642,Construction,bid
U67,P176,SPI 4,Moratuwa,189,642,Construction,bid
U92,P176,SPI 4,Moratuwa,189,642,Construction,bid
U124,P176,SPI 4,Moratuwa,189,642,Construction,bid
U130,P176,SPI 4,Moratuwa,189,642,Construction,bid
U150,P176,SPI 4,Moratuwa,189,642,Construction,view
U158,P176,SPI 4,Moratuwa,189,642,Construction,bid
U8,P250,SPI 3,Galle,115,432,Construction,bid
U24,P250,SPI 3,Galle,115,432,Construction,bid
U53,P250,SPI 3,Galle,115,432,Construction,bid
U61,P250,SPI 3,Galle,115,432,Construction,bid
U142,P250,SPI 3,Galle,115,432,Construction,view
U181,P250,SPI 3,Galle,115,432,Construction,bid
U8,P487,SPI 1,Trincomalee,181,823,Recycling,view
U44,P487,SPI 1,Trincomalee,181,823,Recycling,bid
U45,P487,SPI 1,Trincomalee,181,823,Recycling,bid
U46,P487,SPI 1,Trincomalee,181,823,Recycling,view
U55,P487,SPI 1,Trincomalee,181,823,Recycling,view
U62,P487,SPI 1,Trincomalee,181,823,Recycling,view
U69,P487,SPI 1,Trincomalee,181,823,Recycling,bid
U80,P487,SPI 1,Trincomalee,181,823,Recycling,view
U87,P487,SPI 1,Trincomalee,181,823,Recycling,view
U103,P487,SPI 1,Trincomalee,181,823,Recycling,view
U114,P487,SPI 1,Trincomalee,181,823,Recycling,view
U120,P487,SPI 1,Trincomalee,181,823,Recycling,view
U159,P487,SPI 1,Trincomalee,181,823,Recycling,bid
U161,P487,SPI 1,Trincomalee,181,823,Recycling,view
U177,P487,SPI 1,Trincomalee,181,823,Recycling,bid
U192,P487,SPI 1,Trincomalee,181,823,Recycling,view
U8,P460,SPI 3,Galle,32,703,Construction,view
